Id,LotFrontage,LotArea,Street,LotShape,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,SalePrice,MiscFeature_Shed,MiscFeature_nan,Alley_nan,Alley_Pave,Fence_MnWw,Fence_nan,Fence_GdWo,Fence_MnPrv,LotConfig_Inside,LotConfig_FR2,LotConfig_CulDSac,GarageType_Basment,GarageType_Detchd,GarageType_nan,GarageType_BuiltIn,GarageType_Attchd,basement Good Living Quarters sqft,basement Average Living Quarters sqft,basement Below Average Living Quarters sqft,basement Average Rec Room sqft,basement Low Quality sqft,basement Unfinished sqft,masonry Brick Common sqft,masonry Brick Face sqft,masonry Stone sqft,masonry other sqft,MSZoning_FV,MSZoning_RL,MSZoning_RM,MSZoning_RH,Exterior BrkFace,Exterior CmentBd,Exterior CBlock,Exterior ImStucc,Exterior VinylSd,Exterior Wd Shng,Exterior Brk Cmn,Exterior Stucco,Exterior Wd Sdng,Exterior MetalSd,Exterior CemntBd,Exterior Plywood,Exterior Stone,Exterior BrkComm,Exterior WdShing,Exterior AsphShn,Exterior HdBoard,Electrical_FuseF,Electrical_SBrkr,SaleType_WD,SaleType_New,SaleCondition_Normal,SaleCondition_Family,SaleCondition_Partial,SaleCondition_Alloca,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofMatl_Tar&Grv,RoofMatl_CompShg,LandContour_Low,LandContour_Lvl,LandContour_HLS,BldgType_Twnhs,BldgType_2fmCon,BldgType_TwnhsE,BldgType_Duplex,HouseStyle_SLvl,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_1.5Unf,HouseStyle_2.5Unf,HouseStyle_1Story,Neighborhood_Timber,Neighborhood_BrDale,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_SWISU,Neighborhood_NridgHt,Neighborhood_NWAmes,Neighborhood_StoneBr,Neighborhood_CollgCr,Neighborhood_IDOTRR,Neighborhood_Edwards,Neighborhood_Sawyer,Neighborhood_Veenker,Neighborhood_Gilbert,Neighborhood_ClearCr,Neighborhood_BrkSide,Neighborhood_OldTown,Neighborhood_SawyerW,Neighborhood_Crawfor,Neighborhood_MeadowV,Age,IsNew,Remodeled,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,MSSubClass_160,MSSubClass_70,MSSubClass_75,MSSubClass_45,MSSubClass_80,MSSubClass_50,MSSubClass_20,MSSubClass_85,MSSubClass_180,MSSubClass_30,MSSubClass_120,MSSubClass_90,MSSubClass_60,MSSubClass_190,Condition RRNn,Condition RRNe,Condition PosN,Condition Feedr,Condition RRAe,Condition Norm,Condition PosA,Condition RRAn,TotalSqft,TotBathrooms,PorchSqft
1,-0.05000314712813764,-0.10174373753288998,1,3,2,1,7,5,1.0470512892379256,4,3,4,3,1,-0.32481981713424135,5,1,-0.7783463692921286,1.197852515483262,-0.11695296688309048,0.5701193166355107,1.0900702722676106,-0.2515929275035059,0.78310230789909,1.2334525910237952,0.16995787557783576,-0.20055027722930036,4,0.9921086232302871,7,-0.9246044524829653,0,2,0.30768523500348083,3,2,-0.9442793764467767,0.8344300958867525,-0.42764540030597437,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,-0.1893637056265118,12.247694320220994,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1.5543953616670325,-0.4416637161508171,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,1.5012645493111036,-0.3005584715037346,-0.03704654921755288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8877439238829302,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.17377294645388672,1.590230268934787,0.43430610174094747
2,0.5748032833784503,0.14940973939365373,1,3,2,1,6,8,0.15557943408474822,3,3,4,3,4,0.014891519147985182,5,1,0.42956793767108103,-0.862776775599002,-0.11695296688309048,-0.36946589700359217,-0.8185341600280797,3.886769485207395,0.78310230789909,-0.7554811889742207,0.16995787557783576,-0.20055027722930036,3,-0.2864338348933036,7,0.6263278004743722,3,2,0.30768523500348083,3,2,1.2548766306561752,-1.0824843631260477,-0.42764540030597437,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,-0.1893637056265118,12.109010932687042,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.6452506508154219,2.501191206098051,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,-0.6454301945399374,-0.3005584715037346,-0.03704654921755288,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35688635017436154,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.12069579446869495,0.3509297895111233,-1.4533417653663132
3,0.08561455231377157,0.4616028196507992,1,2,2,1,7,5,0.9810163370043569,4,3,4,3,2,0.24103628123086882,5,1,-0.5540169976495419,1.2021066415750905,-0.11695296688309048,0.7046258837347608,1.0900702722676106,-0.2515929275035059,0.78310230789909,1.2334525910237952,0.16995787557783576,-0.20055027722930036,4,-0.2864338348933036,7,0.6263278004743722,3,2,0.30768523500348083,3,2,-0.9442793764467767,0.6644659933099069,-0.42764540030597437,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,-0.1893637056265118,12.31716669303576,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1.429421941903935,-0.4416637161508171,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,1.4242849525558694,-0.3005584715037346,-0.03704654921755288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8398735287268806,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.3446276020653646,1.590230268934787,0.26693693500243304
4,-0.2903554030691281,0.1391311148797534,1,2,2,1,7,5,-1.858486609039097,3,3,3,4,1,0.3576623276936173,4,1,-0.41835680416001203,1.1606945296558806,-0.11695296688309048,0.5827554007902009,1.0900702722676106,-0.2515929275035059,-1.0269685575063348,-0.7554811889742207,0.16995787557783576,-0.20055027722930036,4,0.35283739416849175,7,0.6263278004743722,4,1,1.619845805917448,3,2,-0.9442793764467767,0.5819390906301514,2.737272626598518,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,-0.1893637056265118,11.84939770159144,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.6452506508154219,1.8573538778847363,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,-0.6454301945399374,-0.3005584715037346,-0.03704654921755288,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.59623832595461,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05504515294470299,-0.26872045020070856,1.1674623142962557
5,0.7218628773909112,0.9282917946636352,1,2,2,2,8,5,0.9479988608875726,4,3,4,3,3,0.3057998063224526,5,1,0.12677821034133785,1.2617204598073744,-0.11695296688309048,1.3467146887389718,1.0900702722676106,-0.2515929275035059,0.78310230789909,1.2334525910237952,1.385073373275253,-0.20055027722930036,4,1.6313798522920824,7,0.6263278004743722,3,2,1.619845805917448,3,2,1.0859971438710827,0.9809770208251385,-0.42764540030597437,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,-0.1893637056265118,12.429216196844383,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.5292945452435385,-0.4416637161508171,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,1.735950427281,-0.3005584715037346,-0.03704654921755288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7441327384147812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.024552916641983,1.590230268934787,0.5786156138271229
6,0.7575462769577426,0.9081738576014254,1,2,2,1,5,5,0.7168765280700822,3,3,4,3,1,-0.7756005923250371,5,1,-1.0044234843144824,1.072482256925212,-0.11695296688309048,-0.1336371783850903,1.0900702722676106,-0.2515929275035059,-1.0269685575063348,1.2334525910237952,-2.2602731198169987,-0.20055027722930036,3,-0.9257050639550989,7,-0.9246044524829653,0,1,0.30768523500348083,3,2,0.4883677874378479,0.5124866531304542,-0.42764540030597437,9.714485690492886,-0.30920738250775925,-0.06407061399214327,0.0,5.092294343208167,11.870599909242044,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1.5665032604029974,-0.4416637161508171,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,-0.6454301945399374,-0.3005584715037346,-0.03704654921755288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45691036747848307,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.38313799437279067,0.3509297895111233,1.2272350179787452
7,0.3804129675536922,0.24622717008279701,1,3,2,1,8,5,1.0800687653547099,4,3,5,3,3,0.07348562297342084,5,1,1.3458990589475086,-0.862776775599002,-0.11695296688309048,0.5410416277833382,1.0900702722676106,-0.2515929275035059,0.78310230789909,-0.7554811889742207,0.16995787557783576,-0.20055027722930036,4,0.35283739416849175,7,0.6263278004743722,4,2,0.30768523500348083,3,2,1.194977004302814,0.8034542060462898,-0.42764540030597437,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,-0.1893637056265118,12.634603026569334,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1.7761811869860058,-0.4416637161508171,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,-0.6454301945399374,3.265155822059828,-0.03704654921755288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0313551093510793,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0599567823258365,0.9705800292229552,0.4038031379210535
8,0.5748032833784503,0.30355291253606664,1,2,2,1,7,6,0.056527005734395196,3,3,4,3,2,-0.1308911817391796,5,1,0.021746343606860154,1.2407445908015988,-0.11695296688309048,1.190852924515375,1.0900702722676106,-0.2515929275035059,0.78310230789909,1.2334525910237952,0.16995787557783576,-0.20055027722930036,3,0.35283739416849175,7,2.1772600534317097,3,2,0.30768523500348083,3,2,1.1635949286180647,1.3898738986872168,2.6381129010367936,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,4.534731139175997,12.206072645530174,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6452506508154219,2.445808929468682,1.4568141358583877,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,-0.6454301945399374,3.4380790249588764,-0.03704654921755288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59623832595461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.8809208859904237,1.590230268934787,1.323261576059962
9,-0.7773703571387413,-0.7367203210040983,1,3,2,1,7,5,-1.3302069911705474,3,3,3,3,1,0.6604649773756629,4,1,-0.22686228907146402,1.1590774206753856,-0.11695296688309048,0.6837727981656141,-0.8185341600280797,-0.2515929275035059,0.78310230789909,-0.7554811889742207,-1.0451576221195815,4.395277459883667,3,0.9921086232302871,6,2.1772600534317097,3,1,0.30768523500348083,2,2,0.7959507746348542,-1.0824843631260477,2.578393661373805,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,-0.1893637056265118,11.77452020265869,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.6452506508154219,-0.4416637161508171,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,-0.6454301945399374,-0.3005584715037346,-0.03704654921755288,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.649387019387703,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3683112823379941,-0.26872045020070856,0.9834953104192322
10,-0.8366129153457236,-0.3575990680965454,1,3,2,1,5,6,-1.0660671822362726,3,3,3,3,1,-0.3614644332846532,5,1,-0.06375021090196206,-0.862776775599002,-0.11695296688309048,-0.8596488406583157,1.0900702722676106,-0.2515929275035059,-1.0269685575063348,-0.7554811889742207,-1.0451576221195815,4.395277459883667,3,-0.9257050639550989,7,2.1772600534317097,3,2,-1.0044753359104865,4,2,-0.9442793764467767,-0.3349548384254371,-0.42764540030597437,-0.11279403360849072,-0.30920738250775925,-0.06407061399214327,0.0,-0.1893637056265118,11.678439903447801,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.6169399337780763,-0.4416637161508171,-0.35701217810247504,-0.39098942599563685,-0.2965981032960618,-0.02322714626108596,-0.09176773500629247,-0.6454301945399374,-0.3005584715037346,-0.03704654921755288,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.649387019387703,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5201346630725602,-0.26872045020070856,-0.717225186837553
