LotFrontage,LotArea,YearBuilt,MasVnrArea,BsmtFinSF2,BsmtUnfSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,TotBathrooms,Age,TotalSqFeet,TotalPorchSF,MSSubClass1 story 1946+,MSSubClass1 story 1945-,"MSSubClass1,5 story unf","MSSubClass1,5 story fin",MSSubClass2 story 1946+,MSSubClass2 story 1945-,"MSSubClass2,5 story all ages",MSSubClasssplit/multi level,MSSubClasssplit foyer,MSSubClassduplex all style/age,MSSubClass1 story PUD 1946+,MSSubClass2 story PUD 1946+,MSSubClassPUD multilevel,MSSubClass2 family conversion,MSZoningFV,MSZoningRH,MSZoningRL,MSZoningRM,Street,AlleyNone,AlleyPave,LotShape,LandContourHLS,LandContourLow,LandContourLvl,LotConfigCulDSac,LotConfigFR2,LotConfigInside,LandSlope,NeighborhoodBrDale,NeighborhoodBrkSide,NeighborhoodClearCr,NeighborhoodCollgCr,NeighborhoodCrawfor,NeighborhoodEdwards,NeighborhoodGilbert,NeighborhoodIDOTRR,NeighborhoodMeadowV,NeighborhoodMitchel,NeighborhoodNAmes,NeighborhoodNoRidge,NeighborhoodNridgHt,NeighborhoodNWAmes,NeighborhoodOldTown,NeighborhoodSawyer,NeighborhoodSawyerW,NeighborhoodSomerst,NeighborhoodStoneBr,NeighborhoodSWISU,NeighborhoodTimber,NeighborhoodVeenker,Condition1Feedr,Condition1Norm,Condition1PosN,Condition1RRAe,Condition1RRAn,Condition2Norm,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,HouseStyle1.5Unf,HouseStyle1Story,HouseStyle2.5Unf,HouseStyle2Story,HouseStyleSFoyer,HouseStyleSLvl,OverallQual,OverallCond,RoofStyleGable,RoofStyleGambrel,RoofStyleHip,RoofMatlCompShg,RoofMatlTar&Grv,Exterior1stBrkFace,Exterior1stCemntBd,Exterior1stHdBoard,Exterior1stMetalSd,Exterior1stPlywood,Exterior1stStucco,Exterior1stVinylSd,Exterior1stWd Sdng,Exterior1stWdShing,Exterior2ndBrkFace,Exterior2ndCmentBd,Exterior2ndHdBoard,Exterior2ndImStucc,Exterior2ndMetalSd,Exterior2ndPlywood,Exterior2ndStucco,Exterior2ndVinylSd,Exterior2ndWd Sdng,Exterior2ndWd Shng,MasVnrType,ExterQual,ExterCond,FoundationCBlock,FoundationPConc,FoundationSlab,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingGasA,HeatingGasW,HeatingQC,CentralAir,ElectricalFuseF,ElectricalSBrkr,KitchenQual,Functional,FireplaceQu,GarageTypeAttchd,GarageTypeBasment,GarageTypeBuiltIn,GarageTypeDetchd,GarageTypeNo Garage,GarageFinish,GarageQual,PavedDrive,PoolQC,FenceGdWo,FenceMnPrv,FenceMnWw,FenceNone,MiscFeatureNone,MiscFeatureShed,MoSold2,MoSold3,MoSold4,MoSold5,MoSold6,MoSold7,MoSold8,MoSold9,MoSold10,MoSold11,MoSold12,YrSold2007,YrSold2008,YrSold2009,YrSold2010,SaleTypeNew,SaleTypeWD,SaleConditionAlloca,SaleConditionFamily,SaleConditionNormal,SaleConditionPartial,Remod,IsNew,NeighRich,SalePrice,Id
-0.0497122820634732,-0.10174373753289,1.04705128923793,1.22452183147995,-0.362643861917565,-0.324819817134242,-0.778346369292131,1.19785251548326,-0.11695296688309,0.570119316635508,1.09007027226761,-0.251592927503506,0.78310230789909,1.2334525910238,0.169957875577836,-0.200550277229302,0.992108623230287,-0.924604452482965,0.307685235003481,-0.944279376446777,0.834430095886753,-0.427645400305974,-0.112794033608491,-0.309207382507759,-0.0640706139921433,-0.189363705626512,1.59023026893479,-0.88774392388293,0.173772946453887,0.434306101740947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,1,0,4,3,1,6,1,1,0,5,1,0,1,4,7,0,1,0,0,0,0,2,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,12.247694320221,1.0
0.575174507493064,0.149409739393654,0.155579434084748,-0.792686197091793,-0.362643861917565,0.0148915191479847,0.429567937671078,-0.862776775599002,-0.11695296688309,-0.369465897003595,-0.81853416002808,3.88676948520739,0.78310230789909,-0.755481188974221,0.169957875577836,-0.200550277229302,-0.286433834893304,0.626327800474372,0.307685235003481,1.25487663065617,-1.08248436312605,-0.427645400305974,-0.112794033608491,-0.309207382507759,-0.0640706139921433,-0.189363705626512,0.350929789511123,0.356886350174361,0.120695794468695,-1.45334176536631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,4,3,4,5,1,1,0,5,1,0,1,3,7,3,1,0,0,0,0,2,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,12.109010932687,2.0
0.085922859755709,0.461602819650799,0.981016337004357,1.1521855754493,-0.362643861917565,0.241036281230868,-0.554016997649545,1.20210664157509,-0.11695296688309,0.704625883734758,1.09007027226761,-0.251592927503506,0.78310230789909,1.2334525910238,0.169957875577836,-0.200550277229302,-0.286433834893304,0.626327800474372,0.307685235003481,-0.944279376446777,0.664465993309907,-0.427645400305974,-0.112794033608491,-0.309207382507759,-0.0640706139921433,-0.189363705626512,1.59023026893479,-0.83987352872688,0.344627602065365,0.266936935002433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,1,0,4,3,2,6,1,1,0,5,1,0,1,4,7,3,1,0,0,0,0,2,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,12.3171666930358,3.0
-0.29009545074479,0.139131114879753,-1.8584866090391,-0.792686197091793,-0.362643861917565,0.357662327693617,-0.418356804160015,1.16069452965588,-0.11695296688309,0.582755400790198,1.09007027226761,-0.251592927503506,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.200550277229302,0.352837394168492,0.626327800474372,1.61984580591745,-0.944279376446777,0.581939090630151,2.73727262659852,-0.112794033608491,-0.309207382507759,-0.0640706139921433,-0.189363705626512,-0.268720450200709,0.59623832595461,0.055045152944703,1.16746231429626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,3,4,1,5,1,1,0,4,1,0,1,4,7,4,0,0,0,1,0,1,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,11.8493977015914,4.0
0.72225301547421,0.928291794663635,0.947998860887572,1.44505166628265,-0.362643861917565,0.305799806322452,0.126778210341335,1.26172045980737,-0.11695296688309,1.34671468873897,1.09007027226761,-0.251592927503506,0.78310230789909,1.2334525910238,1.38507337327525,-0.200550277229302,1.63137985229208,0.626327800474372,1.61984580591745,1.08599714387108,0.980977020825139,-0.427645400305974,-0.112794033608491,-0.309207382507759,-0.0640706139921433,-0.189363705626512,1.59023026893479,-0.744132738414781,1.02455291664198,0.578615613827123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,1,0,4,3,3,6,1,1,0,5,1,0,1,4,7,3,1,0,0,0,0,2,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,12.4292161968444,5.0
0.75794100443697,0.908173857601425,0.716876528070082,-0.792686197091793,-0.362643861917565,-0.775600592325038,-1.00442348431449,1.07248225692521,-0.11695296688309,-0.133637178385093,1.09007027226761,-0.251592927503506,-1.02696855750633,1.2334525910238,-2.260273119817,-0.200550277229302,-0.925705063955099,-0.924604452482965,0.307685235003481,0.488367787437848,0.512486653130454,-0.427645400305974,9.71448569049289,-0.309207382507759,-0.0640706139921433,5.09229434320817,0.350929789511123,-0.456910367478483,-0.383137994372791,1.22723501797875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,4,3,1,6,1,1,0,5,1,0,1,3,7,0,1,0,0,0,0,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,11.870599909242,6.0
0.380759190291341,0.246227170082797,1.08006876535471,1.2046311205901,-0.362643861917565,0.0734856229734204,1.34589905894751,-0.862776775599002,-0.11695296688309,0.541041627783336,1.09007027226761,-0.251592927503506,0.78310230789909,-0.755481188974221,0.169957875577836,-0.200550277229302,0.352837394168492,0.626327800474372,0.307685235003481,1.19497700430281,0.80345420604629,-0.427645400305974,-0.112794033608491,-0.309207382507759,-0.0640706139921433,-0.189363705626512,0.970580029222955,-1.03135510935108,1.05995678232584,0.403803137921053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,0,1,0,5,3,3,6,1,1,0,5,1,0,1,4,7,4,1,0,0,0,0,2,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,12.6346030265693,7.0
0.575174507493064,0.303552912536067,0.0565270057343952,1.30149320188549,1.49810135471089,-0.13089118173918,0.0217463436068574,1.2407445908016,-0.11695296688309,1.19085292451537,1.09007027226761,-0.251592927503506,0.78310230789909,1.2334525910238,0.169957875577836,-0.200550277229302,0.352837394168492,2.17726005343171,0.307685235003481,1.16359492861806,1.38987389868722,2.63811290103679,-0.112794033608491,-0.309207382507759,-0.0640706139921433,4.534731139176,1.59023026893479,0.59623832595461,0.880920885990424,1.32326157605996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,3,1,0,0,4,3,2,5,4,1,0,5,1,0,1,3,7,3,1,0,0,0,0,2,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,12.2060726455302,8.0
-0.777173041908245,-0.736720321004098,-1.33020699117055,-0.792686197091793,-0.362643861917565,0.660464977375662,-0.226862289071467,1.15907742067539,-0.11695296688309,0.683772798165611,-0.81853416002808,-0.251592927503506,0.78310230789909,-0.755481188974221,-1.04515762211958,4.39527745988367,0.992108623230287,2.17726005343171,0.307685235003481,0.795950774634854,-1.08248436312605,2.57839366137381,-0.112794033608491,-0.309207382507759,-0.0640706139921433,-0.189363705626512,-0.268720450200709,1.6493870193877,0.368311282337994,0.983495310419232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,3,3,1,1,1,1,0,4,1,1,0,3,6,3,0,0,0,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,11.7745202026587,9.0
-0.836423219556164,-0.357599068096545,-1.06606718223627,-0.792686197091793,-0.362643861917565,-0.361464433284654,-0.0637502109019648,-0.862776775599002,-0.11695296688309,-0.859648840658318,1.09007027226761,-0.251592927503506,-1.02696855750633,-0.755481188974221,-1.04515762211958,4.39527745988367,-0.925705063955099,2.17726005343171,-1.00447533591049,-0.944279376446777,-0.334954838425437,-0.427645400305974,-0.112794033608491,-0.309207382507759,-0.0640706139921433,-0.189363705626512,-0.268720450200709,1.6493870193877,-0.52013466307256,-0.717225186837553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,3,3,1,6,1,1,0,5,1,0,1,3,7,3,1,0,0,0,0,2,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,11.6784399034478,10.0
